,d3mIndex,RegionName,ZoneName,WoredaName,Year,Epidemic_Week,Month,Total Malaria Confirmed and Clinical,TMalaria_OutP_Cases,TMalaria_InP_Cases,TMalaria_InP_Deaths,TMSuspected Fever Examined,PosMalaria_RDT_or_Microscopy_PF_OutP_Cases,PosMalaria_RDT_or_Microscopy_PV_OutP_Cases,Meningits total Cases,Meningitis_OutP_Cases,Meningitis_InP_Cases,Meningitis_InP_Deaths,Dysentery_total Cases,Dysentery_OutP_Cases,Dysentery_InP_Cases,Dysentery_InP_Deaths,Typhoid fever Total cases,Typhoid fever_OutP_Cases,Typhoid fever_InP_Cases,Typhoid fever_InP_Deaths,Relapsing fever_total Cases,Relapsing fever_OutP_Cases,Relapsing fever_InP_Cases,Relapsing fever_InP_Deaths,Epidemic Typhus Total Cases,Epidemic Typhus_OutP_Cases,Epidemic Typhus_InP_Cases,Epidemic Typhus_InP_Deaths,Malnutrition_total Cases,Malnutrition_OutP_Cases,Malnutrition_InP_Cases,Malnutrition_InP_Deaths,Scabies_OutP_Cases,Scabies_InP_Cases,Scabies_InP_Deaths,AFP/Polio_Cases,AFP/Polio_Deaths,Anthrax_Cases,Anthrax_Deaths,Avian_Human_Influenza_Cases,Avian_Human_Influenza_Deaths,Cholera/AWD_Cases,Cholera/AWD_Deaths,Dracunculiasis/Guinea worm_Cases,Dracunculiasis/Guinea worm_Deaths,Measles_Cases,Measles_Deaths,Neonatal Tetanus_Cases,Neonatal Tetanus_Deaths,Pandemic Influenza_Cases,Pandemic Influenza_Deaths,Rabies_Cases,Rabies_Deaths,SARS_Cases,SARS_Deaths,Small pox_Cases,Small pox_Deaths,Viral hemorrhagic fever_Cases,Viral hemorrhagic fever_Deaths,Yellow fever_Cases,Yellow fever_Deaths,Maternal_Death,Other 1_sc,Other 1_Cases,Other 1_Deaths,Other 2_Name,Other 2_Cases,Other 2_Deaths,Other 3_Name,Other 3_Cases,Other 3_Deaths,No-of-Gov_HPs-expected-by-RHB,No-of-Gov_HCs-expected-by-RHB,No-of-Gov_Hosps-expected-by-RHB,No-of-NGOHF-expected-by-RHB,No-of-OtherHFs-expected-by-RHB,No-of-Gov_HPs-Reported,No-of-Gov_HCs-Reported,No-of-Gov_Hosps-Reported,No-of-NGOHFs-Reported,No-of-OthersHF-Reported,All-Total-sites-Reported,All-Total-sites-Expected-by-RHB,Total-Gov-sites-Reported,Date_Sent,Date_Received,Date_WeekExpected,Timeliness,EthiopianMonth,EthMonNum,EthYear
129889,129889,Oromia,Buno Bedele,Meko,2019,18,May,0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,0.0,13,13.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,12.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,13,13,13,9/5/19,9/5/19,5/10/19,T,Ginbot,9,2011
14331,14331,Oromia,Jimma,Mancho,2017,16,April,1,1.0,0.0,0.0,24.0,1.0,0.0,0,0.0,0.0,0.0,5,5.0,0.0,0.0,2,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,9.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,20.0,6.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,0.0,26,26,26,27/04/17,27/04/17,4/28/17,T,Miyazia,8,2009
96183,96183,SNNPR,Gedeo,Bule,2018,40,October,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,46,46.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,60,51.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,29.0,5.0,0.0,0.0,0.0,29.0,5.0,0.0,0.0,0.0,34,34,34,11/10/18,11/10/18,10/12/18,T,Teqemt,2,2011
2711,2711,Amhara,East Gojjam,Motta Hospital,2017,4,January,1,1.0,0.0,0.0,52.0,0.0,0.0,1,0.0,1.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,2/2/17,2/2/17,2/3/17,T,Tir,5,2009
62304,62304,Amhara,East Gojjam,Dejen,2018,11,March,15,15.0,0.0,0.0,37.0,1.0,14.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,12,12.0,0.0,0.0,0,0.0,0.0,0.0,13,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,21.0,5.0,1.0,0.0,1.0,21.0,5.0,1.0,0.0,1.0,28,28,27,23/03/18,23/03/18,3/23/18,T,Megabit,7,2010
137384,137384,Amhara,Awi,Injebra,2019,25,June,3,3.0,0.0,0.0,76.0,3.0,0.0,0,0.0,0.0,0.0,9,9.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,135,135.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,5.0,8,8,3,27/06/19,27/06/19,6/28/19,T,Sene,10,2011
31699,31699,Oromia,Borena,Yabelo Hospital,2017,34,August,4,4.0,0.0,0.0,10.0,2.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1.0,1.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,31/08/17,31/08/17,9/1/17,T,Nehase,12,2009
103090,103090,SNNPR,Sidama,Leku Hospital,2018,46,November,0,0.0,0.0,0.0,130.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,32,32.0,0.0,0.0,0,0.0,0.0,0.0,27,27.0,0.0,0.0,1,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1,1,1,24/11/18,24/11/18,11/23/18,L,Hedar,3,2011
119662,119662,Oromia,West Arsi,Dodola  Hospital,2019,9,February,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,,0,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,7/3/19,7/3/19,3/8/19,T,Yekatit,6,2011
96194,96194,SNNPR,Gurage,Butajira Hospital,2018,40,October,0,0.0,0.0,0.0,64.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,14.0,0.0,0.0,0,0.0,0.0,0.0,31,31.0,0.0,0.0,3,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,11/10/18,11/10/18,10/12/18,T,Teqemt,2,2011
25593,25593,Benishangul-Gumuz,Kamashi,Kamashi,2017,28,July,63,63.0,0.0,0.0,237.0,56.0,7.0,0,0.0,0.0,0.0,5,5.0,0.0,0.0,70,70.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,11.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,11,12,11,20/07/17,20/07/17,7/21/17,T,Hamle,11,2009
101967,101967,Somali,Afder,Godgod,2018,44,November,9,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,12.0,0.0,0.0,6,6.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4,1,4,19/11/18,19/11/18,11/9/18,L,Hedar,3,2011
74025,74025,Oromia,East Hararge,Gursum,2018,21,May,0,0.0,0.0,0.0,18.0,0.0,0.0,0,0.0,0.0,0.0,16,16.0,0.0,0.0,6,6.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,40,37.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,42.0,7.0,0.0,0.0,3.0,31.0,6.0,0.0,0.0,2.0,39,52,37,31/05/18,31/05/18,6/1/18,T,Ginbot,9,2010
124240,124240,Oromia,Horo Gudru Wellega,Hababo Guduru,2019,13,March,2,2.0,0.0,0.0,24.0,1.0,1.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,40,40.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,12.0,4.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,16,16,16,4/4/19,4/4/19,4/5/19,T,Megabit,7,2011
49116,49116,Amhara,West Gojjam,South Achefer,2017,51,December,23,23.0,0.0,0.0,375.0,10.0,13.0,0,0.0,0.0,0.0,20,20.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,18.0,8.0,1.0,0.0,2.0,18.0,8.0,1.0,0.0,2.0,29,29,27,28/12/17,28/12/17,12/29/17,T,Tahesas,4,2010
93587,93587,Oromia,Jimma,Limu Kosa,2018,38,September,16,16.0,0.0,0.0,107.0,6.0,10.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,44.0,8.0,0.0,0.0,1.0,43.0,8.0,0.0,0.0,0.0,51,53,51,28/09/18,28/09/18,9/28/18,T,Meskerem,1,2011
111718,111718,Oromia,East Shewa,Adami Tulu Jido Kombolcha,2019,2,January,18,18.0,0.0,0.0,242.0,15.0,3.0,0,0.0,0.0,0.0,12,12.0,0.0,0.0,65,65.0,0.0,0.0,0,0.0,0.0,0.0,56,56.0,0.0,0.0,21,21.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,43.0,10.0,0.0,0.0,1.0,43.0,8.0,0.0,0.0,1.0,52,54,51,17/01/19,17/01/19,1/18/19,T,Tir,5,2011
78531,78531,SNNPR,Sidama,Chuko,2018,25,June,7,7.0,0.0,0.0,130.0,3.0,4.0,0,0.0,0.0,0.0,4,4.0,0.0,0.0,44,44.0,0.0,0.0,0,0.0,0.0,0.0,12,12.0,0.0,0.0,9,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,26.0,7.0,0.0,0.0,4.0,26.0,7.0,1.0,,,34,37,34,28/06/18,28/06/18,6/29/18,T,Sene,10,2010
101564,101564,Oromia,West Arsi,Dodola Rural,2018,45,November,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,7,7.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,23.0,7.0,0.0,0.0,0.0,23.0,7.0,0.0,0.0,0.0,30,30,30,15/11/18,15/11/18,11/16/18,T,Hedar,3,2011
131318,131318,Afar,Zone 05,Hadeleala,2019,19,May,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,9.0,3.0,,,,,,,,,0,12,0,20/05/19,20/05/19,43602,L,Ginbot,9,2011
41904,41904,Oromia,West Arsi,Siraro,2017,44,November,30,30.0,0.0,0.0,63.0,6.0,24.0,0,0.0,0.0,0.0,5,5.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50,48.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,28.0,6.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,30,34,30,9/11/17,9/11/17,11/10/17,T,Hedar,3,2010
87044,87044,Addis Ababa,Kolfe Keraniyo,Kolfe Keraniyo Woreda08,2018,33,August,0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,82,82.0,0.0,0.0,0,0.0,0.0,0.0,31,31.0,0.0,0.0,1,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,6.0,7,7,1,23/08/18,23/08/18,8/24/18,T,Nehase,12,2010
102811,102811,Oromia,South West Shewa,Bantu  Hospital,2018,46,November,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,0.0,0.0,1.0,0.0,0.0,,,,,,0,1,0,22/11/18,22/11/18,11/23/18,T,Hedar,3,2011
122695,122695,Amhara,Centeral  Gondar,Alefa,2019,12,March,81,81.0,0.0,0.0,323.0,66.0,15.0,0,0.0,0.0,0.0,5,5.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,36.0,5.0,0.0,0.0,2.0,36.0,5.0,0.0,0.0,0.0,41,43,41,28/03/19,28/03/19,3/29/19,T,Megabit,7,2011
6347,6347,Tigray,Western Tigray,Humera Town,2017,7,February,33,31.0,2.0,0.0,396.0,19.0,12.0,0,0.0,0.0,0.0,6,6.0,0.0,0.0,28,28.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,5,5,2,23/02/17,23/02/17,2/24/17,T,Yekatit,6,2009
45752,45752,Oromia,Guji,Hambela Wamena,2017,48,November,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,24,24.0,0.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,9,9.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,18.0,4.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,22,22,22,7/12/17,7/12/17,12/8/17,T,Hedar,3,2010
87763,87763,SNNPR,Gurage,Kebena,2018,33,August,1,1.0,0.0,0.0,56.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,23.0,3.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,,26,26,26,23/08/18,23/08/18,8/24/18,T,Nehase,12,2010
3753,3753,Oromia,Arsi,Seru,2017,5,February,0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,4,4.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,14.0,2.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,15,16,15,9/2/17,9/2/17,2/10/17,T,Yekatit,6,2009
104117,104117,SNNPR,Gamo Gofa,Boreda,2018,47,November,14,14.0,0.0,0.0,333.0,8.0,6.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,138,138.0,0.0,0.0,0,0.0,0.0,0.0,132,132.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,28.0,4.0,0.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,32,32,32,29/11/18,29/11/18,11/30/18,T,Hedar,3,2011
28650,28650,Dire Dawa,Dredewa,Sabian,2017,31,August,10,10.0,0.0,0.0,71.0,6.0,4.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,2,2,10/8/17,10/8/17,8/11/17,T,Nehase,12,2009
96170,96170,SNNPR,Gamo Gofa,Denibu Gofa,2018,40,October,9,9.0,0.0,0.0,51.0,7.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,5.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,38.0,4.0,0.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,42,42,42,11/10/18,11/10/18,10/12/18,T,Teqemt,2,2011
86973,86973,Addis Ababa,Addis Ketema,Addis Ketema Woreda10,2018,33,August,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,19.0,0.0,0.0,0,0.0,0.0,0.0,16,16.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,3.0,5,6,1,23/08/18,23/08/18,8/24/18,T,Nehase,12,2010
101871,101871,SNNPR,Wolayita,Sodo Cristian  Hospital,2018,45,November,1,0.0,1.0,0.0,53.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,16/11/18,16/11/18,11/16/18,T,Hedar,3,2011
135120,135120,Afar,Zone 01,Afambo,2019,22,May,11,11.0,0.0,0.0,40.0,8.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,11.0,2.0,,,,11.0,2.0,,,,13,13,13,14/06/19,14/06/19,6/7/19,L,Ginbot,9,2011
25931,25931,Oromia,west Guji,Suro barguda,2017,28,July,39,39.0,0.0,0.0,75.0,27.0,12.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,2,2.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,4,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,10.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,8,13,8,20/07/17,20/07/17,7/21/17,T,Hamle,11,2009
100040,100040,Amhara,Awi,Chagni,2018,44,November,65,61.0,4.0,0.0,693.0,50.0,15.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,86,85.0,1.0,0.0,0,0.0,0.0,0.0,61,61.0,0.0,0.0,2,2.0,0.0,0.0,49.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,5.0,8,8,3,8/11/18,8/11/18,11/9/18,T,Hedar,3,2011
61183,61183,Amhara,East Gojjam,Bibugn,2018,10,March,4,4.0,0.0,0.0,33.0,0.0,4.0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,19,19.0,0.0,0.0,0,0.0,0.0,0.0,18,18.0,0.0,0.0,0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,0,0,,0,0,15.0,4.0,1.0,0.0,0.0,15.0,4.0,1.0,0.0,0.0,20,20,20,15/03/18,15/03/18,3/16/18,T,Megabit,7,2010
